drugname,ADR_Count,indi_pt,Severe_Outcome_Rate,ADR_Rate
MIFLONIDE,21,"CHRONIC OBSTRUCTIVE PULMONARY DISEASE, ASTHMA",0.0,3.877498378374785e-06
TYLENOL EXTRA STRENGTH,21,"TOOTHACHE, FEVER, KNEE PAIN",0.0,3.877498378374785e-06
FOSAVANCE,21,"BONE DISORDER, OSTEOPOROSIS, DIABETES MELLITUS",0.0,3.877498378374785e-06
CEP-701,21,,0.0,3.877498378374785e-06
MORPHINE SULFATE (UNKNOWN),21,"NEURALGIA, PRODUCT USED FOR UNKNOWN INDICATION, PAIN",0.0,3.877498378374785e-06
IMMUNOGLOBULIN,21,"RHESUS HAEMOLYTIC DISEASE OF NEWBORN, KAWASAKI'S DISEASE, MYELITIS TRANSVERSE",0.23809523809523808,3.877498378374785e-06
AVINZA,21,"HEAD AND NECK CANCER, HYPOTHYROIDISM, DEPRESSION",0.0,3.877498378374785e-06
CLOPIDOGREL (CLOPIDOGREL),21,"DRUG USE FOR UNKNOWN INDICATION, PERIPHERAL VASCULAR DISEASE, VENOUS THROMBOEMBOLISM PROPHYLAXIS",0.0,3.877498378374785e-06
AMISULPRIDE,21,"MENTAL DISORDER, DRUG USE FOR UNKNOWN INDICATION, PRODUCT USED FOR UNKNOWN INDICATION",0.0,3.877498378374785e-06
TRIESENCE INJECTION (TRIAMCINOLONE 40 MG/ML),21,MACULAR OEDEMA,0.0,3.877498378374785e-06
VERSED,21,COLONOSCOPY,0.0,3.877498378374785e-06
AGGRASTAT,21,"ACUTE CORONARY SYNDROME, PRODUCT USED FOR UNKNOWN INDICATION, THROMBOSIS PROPHYLAXIS",0.42857142857142855,3.877498378374785e-06
FIBERCON,21,"CONSTIPATION, POST-TRAUMATIC STRESS DISORDER, VITAMIN D DECREASED",0.0,3.877498378374785e-06
FORMOTEROL FUMARATE,21,,0.0,3.877498378374785e-06
ETRAVIRINE,21,"HIV INFECTION, FOETAL EXPOSURE DURING PREGNANCY, PRODUCT USED FOR UNKNOWN INDICATION",0.09523809523809523,3.877498378374785e-06
DESONATE GEL,21,"DRY SKIN, ERYTHEMA, SEBORRHOEIC DERMATITIS",0.0,3.877498378374785e-06
DESMOPRESSIN,21,"ENURESIS, PANHYPOPITUITARISM, HYPOPITUITARISM",0.0,3.877498378374785e-06
DESENEX,21,"HYPERHIDROSIS, PRURITUS, PROPHYLAXIS",0.0,3.877498378374785e-06
GALANTAMINE HBR,21,"DEMENTIA, DEMENTIA ALZHEIMER'S TYPE",0.0,3.877498378374785e-06
LIPEX,21,HYPERLIPIDAEMIA,0.0,3.877498378374785e-06
MOXIFLOXACIN IV,21,"PNEUMONIA, LOBAR PNEUMONIA, ANTI-INFECTIVE THERAPY",0.23809523809523808,3.877498378374785e-06
SAYANA,21,CONTRACEPTION,0.0,3.877498378374785e-06
ISOVUE 300,21,"CT SCAN, SCAN WITH CONTRAST, POSITRON EMISSION TOMOGRAM",0.0,3.877498378374785e-06
DOXORUBICINA TEVA,21,LEIOMYOSARCOMA METASTATIC,0.0,3.877498378374785e-06
FK949E,21,"MAJOR DEPRESSION, GASTRITIS, NASOPHARYNGITIS",0.0,3.877498378374785e-06
HUMULIN N,21,"TYPE 2 DIABETES MELLITUS, TYPE 1 DIABETES MELLITUS",0.0,3.877498378374785e-06
LAMIVUDINE-HBV,21,"HEPATITIS B, PROPHYLAXIS",0.09523809523809523,3.877498378374785e-06
SEQUASE,21,,0.0,3.877498378374785e-06
CARTEOL,21,EYE INFECTION TOXOPLASMAL,0.0,3.877498378374785e-06
DIOVAN AMLO,21,"HYPERTENSION, CARDIAC DISORDER, CARDIOVASCULAR DISORDER",0.19047619047619047,3.877498378374785e-06
CLARITHROMYCIN (CLARITHROMYCIN),21,"HELICOBACTER PYLORI INFECTION, BRONCHITIS, PULMONARY THROMBOEMBOLISM",0.0,3.877498378374785e-06
ALLEGRA D,21,"MULTIPLE ALLERGIES, FLU, ALLERGY",0.0,3.877498378374785e-06
MENOSTAR,21,MENOPAUSAL SYMPTOMS,0.0,3.877498378374785e-06
EPIPEN JR,21,"HYPERSENSITIVITY, MILK ALLERGY, ANAPHYLACTIC REACTION",0.0,3.877498378374785e-06
PRASUGREL,21,"CORONARY ARTERY DISEASE, CORONARY STENT PLACEMENT, CORONARY STENT INSERTION",0.047619047619047616,3.877498378374785e-06
DR. SCHOLL'S INGROWN TOENAIL PAIN RELIEVER,21,"PRODUCT USED FOR UNKNOWN INDICATION, PAIN, INGROWING NAIL",0.0,3.877498378374785e-06
GENTAMICIN,21,"PRODUCT USED FOR UNKNOWN INDICATION, SEPSIS, PNEUMONIA",0.0,3.877498378374785e-06
DACARBAZINE,21,"HODGKIN'S DISEASE, MALIGNANT FIBROUS HISTIOCYTOMA, ATRIAL FLUTTER",0.23809523809523808,3.877498378374785e-06
ARGATROBAN,21,"HEPARIN-INDUCED THROMBOCYTOPENIA, PULMONARY EMBOLISM, ANTICOAGULANT THERAPY",0.19047619047619047,3.877498378374785e-06
PURSENNID,21,"DRUG ABUSE, CONSTIPATION, DUODENAL ULCER",0.0,3.877498378374785e-06
METHYLENE BLUE,21,"CECAL POLYP, LYMPH NODE DISORDER, SEROMA",0.0,3.877498378374785e-06
BACTINE PAIN RELIEVING CLEANSING ANESTHETIC SPRAY,21,EXPOSURE TO POISON IVY,0.0,3.877498378374785e-06
LOTRONEX,21,"IRRITABLE BOWEL SYNDROME, DRUG USE FOR UNKNOWN INDICATION, DIARRHEA",0.0,3.877498378374785e-06
VILAZODONE,21,"MAJOR DEPRESSION, HYPERTENSION, DYSPEPSIA",0.0,3.877498378374785e-06
ONGLYZA,21,"TYPE 2 DIABETES MELLITUS, MEDULLARY CARCINOMA OF THYROID, DIABETES MELLITUS",0.0,3.877498378374785e-06
TOPOTECAN HYDROCHLORIDE,21,"METASTASIS, CARCINOMA UTERINE CERVIX, NEUROBLASTOMA",0.0,3.877498378374785e-06
ASCRIPTIN BUFFERED ARTHRITISPAIN CAPLETS,21,"PAIN, ARTHRITIS, ANTICOAGULANT THERAPY",0.0,3.877498378374785e-06
"FLUOXETINE 20 MG, CAP",21,"PREMENSTRUAL SYNDROME, ANXIETY, DEPRESSION",0.0,3.877498378374785e-06
MAPROTILINE HYDROCHLORIDE,21,DEPRESSION,0.0,3.877498378374785e-06
EXALGO,21,"FACIAL NEURALGIA, INFECTION, INJURY",0.0,3.877498378374785e-06
AMETHIA,20,"MENSTRUAL DISORDER, MENSTRUAL CYCLE MANAGEMENT, GASTROINTESTINAL DISORDER",0.0,3.6928555984521766e-06
IMMUNOGLOBULIN G HUMAN,20,"BLOOD DISORDER, WORMS",0.0,3.6928555984521766e-06
VISINE A.C.,20,"PRODUCT USED FOR UNKNOWN INDICATION, HYPOTHYROIDISM",0.0,3.6928555984521766e-06
LIGNOCAINE,20,"LOCAL ANAESTHESIA, HYPERTENSION, THERAPEUTIC PROCEDURE",0.0,3.6928555984521766e-06
CEPACOL,20,"PRODUCT USED FOR UNKNOWN INDICATION, OROPHARYNGEAL PAIN",0.0,3.6928555984521766e-06
ELVITEGRAVIR/EMTRICITABINE/TENOFOVIR DF/COBICISTAT,20,"HIV INFECTION, HYPERTENSION, DEPRESSION",0.0,3.6928555984521766e-06
SEVIKAR,20,,0.0,3.6928555984521766e-06
ACETYLCYSTEINE,20,"CT SCAN, PROPHYLAXIS, RENAL DISORDER",0.0,3.6928555984521766e-06
ALLOPURINOL 100,20,"HYPERURICAEMIC ARTHRITIS, DIURETIC EFFECT",0.0,3.6928555984521766e-06
AFRIN SPRAY,20,"PRODUCT USED FOR UNKNOWN INDICATION, NASAL CONGESTION, EAR DISCOMFORT",0.0,3.6928555984521766e-06
GALANTAMINE,20,"DEMENTIA ALZHEIMER'S TYPE, PRODUCT USED FOR UNKNOWN INDICATION, ALZHEIMER'S DISEASE",0.0,3.6928555984521766e-06
AMPYRA (DALFAMPRIDINE) TABLET,20,"RELAPSING-REMITTING MULTIPLE SCLEROSIS, DRUG USE FOR UNKNOWN INDICATION, GAIT DISTURBANCE",0.0,3.6928555984521766e-06
"SULFADIAZINE TABLETS, USP",20,CENTRAL NERVOUS SYSTEM INFECTION,0.0,3.6928555984521766e-06
SIVASTATIN RATIOPHARM 80 MG,20,BLOOD CHOLESTEROL INCREASED,0.0,3.6928555984521766e-06
DICLOFENAC EPOLAMINE,20,"ARTHRITIC PAINS, CONSTIPATION, SLEEP PROBLEM",0.0,3.6928555984521766e-06
PROGRAF (TACROLIMUS) CAPSULE,20,"LUPUS NEPHRITIS, POLYARTHRALGIA",0.0,3.6928555984521766e-06
SELZENTRY,20,"HIV INFECTION, PRODUCT USED FOR UNKNOWN INDICATION",0.0,3.6928555984521766e-06
DUEXIS,20,"FIBROMYALGIA, PULLED MUSCLE",0.0,3.6928555984521766e-06
EOVIST,20,"NUCLEAR MAGNETIC RESONANCE IMAGING, NUCLEAR MAGNETIC RESONANCE IMAGING LIVER",0.0,3.6928555984521766e-06
DYNASTAT,20,HEADACHE,0.5,3.6928555984521766e-06
HARNAL,20,"CARDIOVASCULAR DISORDER, BENIGN PROSTATIC HYPERPLASIA, HYPERTONIC BLADDER",0.0,3.6928555984521766e-06
SEROQUEL XRO,20,DEPRESSION,0.0,3.6928555984521766e-06
NIMOTOP,20,"SENILE DEMENTIA, DISTENDED BLOOD VESSELS, SUBARACHNOID HEMORRHAGE",0.0,3.6928555984521766e-06
CANDESARTAN CILEXETIL\HYDROCHLOROTHIAZIDE,20,"HYPERTENSION, DEPRESSION, NEPHROTIC SYNDROME",0.0,3.6928555984521766e-06
PENTOSTATIN,20,"B-CELL CHRONIC LYMPHOCYTIC LEUKEMIA, CLL",0.0,3.6928555984521766e-06
"SENDOXAN 500 MG PULVER TILL INJEKTIONSV?TSKA, L?SNING",20,"BREAST CANCER, DRUG USE FOR UNKNOWN INDICATION",0.0,3.6928555984521766e-06
WELLBUTRIN XR-BUPROPION HYDROCHLORIDE,20,"DEPRESSION, PRODUCT USED FOR UNKNOWN INDICATION",0.0,3.6928555984521766e-06
SEASONIQUE,20,"MENORRHAGIA, BIRTH CONTROL, MIGRAINE",0.0,3.6928555984521766e-06
ACCURETIC,20,"HYPERTENSION, BLOOD PRESSURE ABNORMAL, BLOOD PRESSURE HIGH",0.15,3.6928555984521766e-06
STEROID MEDICATION,20,,0.5,3.6928555984521766e-06
YERVOY BRISTOL MEYER SQUIBB,20,MELANOMA,1.0,3.6928555984521766e-06
ATORVA PFIZER,20,"HYPERCHOLESTEROLAEMIA, FUNGAL SKIN INFECTION",0.0,3.6928555984521766e-06
NOVOTHYRAL,20,"RADIOACTIVE IODINE THERAPY, THYROIDECTOMY PARTIAL, DRUG USE FOR UNKNOWN INDICATION",0.0,3.6928555984521766e-06
DEPOCYT,20,"ANAPLASTIC EPENDYMOMA, EPENDYMOMA MALIGNANT, ACUTE LEUKAEMIA",0.0,3.6928555984521766e-06
ASCRIPTIN MAXIMUM STRENGTH BUFFERED ASPIRIN,20,"PAIN, ANTICOAGULANT THERAPY",0.0,3.6928555984521766e-06
ETOPOSIDO TEVAGEN,20,SMALL CELL LUNG CANCER RECURRENT,0.5,3.6928555984521766e-06
STIEVAMYCIN,20,"ACNE, PRODUCT USED FOR UNKNOWN INDICATION",0.0,3.6928555984521766e-06
IVACAFTOR,20,CYSTIC FIBROSIS,0.0,3.6928555984521766e-06
IVEMEND,20,,0.0,3.6928555984521766e-06
PROHANCE,20,"MRI, VON HIPPEL-LINDAU DISEASE, NUCLEAR MAGNETIC RESONANCE IMAGING",0.0,3.6928555984521766e-06
BLINDED DENOSUMAB,20,"RHEUMATOID ARTHRITIS, HYPERTENSION, PROPHYLAXIS",0.0,3.6928555984521766e-06
"DIANEAL LOW CALCIUM (2,5MEQ.L) PERITIONEAL DIALYSIS SOLUTION WITH 2.5%",20,"PERITONEAL DIALYSIS, CAPD",0.25,3.6928555984521766e-06
"DIANEAL FORMULA DOS CON DEXTROSA AL 1,5% SOLUCI?N PARA DI?LISIS PERITO",20,"PERITONEAL DIALYSIS, DRUG USE FOR UNKNOWN INDICATION, NAUSEA",0.0,3.6928555984521766e-06
PHENYTOIN (NO PREF. NAME),20,CONVULSION PROPHYLAXIS,0.0,3.6928555984521766e-06
MYLOTARG,20,"ACUTE MYELOID LEUKAEMIA, MYELODYSPLASTIC SYNDROME, ACUTE MYELOID LEUKEMIA",0.1,3.6928555984521766e-06
LEELOO,20,"CONTRACEPTION, HYPOTHYROIDISM",0.0,3.6928555984521766e-06
ORGALUTRAN,20,"INFERTILITY, PROPHYLAXIS",0.0,3.6928555984521766e-06
LOMOTIL,20,"DIARRHOEA, NEUROPATHY PERIPHERAL, SPINAL PAIN",0.0,3.6928555984521766e-06
EYLEA 2MG/0.5ML REGENERION,20,EXUDATIVE SENILE MACULAR DEGENERATION OF RETINA,0.0,3.6928555984521766e-06
MOMETASONE FUROATE,20,EAR PRURITUS,0.0,3.6928555984521766e-06
MISOPROSTOL,20,"POSTPARTUM HAEMORRHAGE, ABORTION, PROPHYLAXIS",0.15,3.6928555984521766e-06
BENEFIBER SUGAR FREE,20,"DIVERTICULUM, SUPPLEMENTATION THERAPY, CONSTIPATION",0.0,3.6928555984521766e-06
COTRIM FORTE-RATIOPHARM 960 MG TABLETTEN,20,"ANTIFUNGAL PROPHYLAXIS, IMMUNOSUPPRESSANT DRUG THERAPY, ANTIVIRAL PROPHYLAXIS",1.0,3.6928555984521766e-06
CORTRIL,20,"ORTHOSTATIC HYPOTENSION, CONSTIPATION, CHEST DISCOMFORT",0.0,3.6928555984521766e-06
"PRADAXA, 150 MG",20,"CEREBROVASCULAR ACCIDENT PROPHYLAXIS, ATRIAL FIBRILLATION WITH RAPID VENTRICULAR RESPONSE, CORONARY ARTERY DISEASE",0.65,3.6928555984521766e-06
RASILEZ AMLO,20,HYPERTENSION,0.05,3.6928555984521766e-06
COZAAR 50 MG,20,"HYPERTENSION, GOUT",0.0,3.6928555984521766e-06
CREST 3D WHITE ADVANCED VIVID ENAMEL RENEWAL,20,"BURNING SENSATION, GASTROINTESTINAL DISORDER",0.0,3.6928555984521766e-06
CEFACLOR,20,"PHARYNGITIS, PRODUCT USED FOR UNKNOWN INDICATION, DRUG USE FOR UNKNOWN INDICATION",0.1,3.6928555984521766e-06
INTERLEUKIN-2/DIPTHERIA TOXIN FUSION PROTEIN,20,TRANSPLANT,0.5,3.6928555984521766e-06
MICONAZOLE NITRATE 2% 341,20,"TINEA PEDIS, BACK PAIN",0.0,3.6928555984521766e-06
CREST PRO-HEALTH RINSE,20,"TOOTH EXTRACTION, ORAL HYGIENE, DENTAL FLUORIDE THERAPY",0.0,3.6928555984521766e-06
BUTALBITAL/ACETMINOPHEN/CAFFEINE,20,"HEADACHE, PRODUCT USED FOR UNKNOWN INDICATION",0.5,3.6928555984521766e-06
IMATINIB MESILATE,20,"CHRONIC MYELOGENOUS LEUKAEMIA, ATTEMPTED SUICIDE",0.0,3.6928555984521766e-06
RENIVACE,20,"CARDIAC FAILURE, HYPERTENSION",0.0,3.6928555984521766e-06
CUROSURF,20,"RESPIRATORY DISTRESS, ACUTE RESPIRATORY DISTRESS SYNDROME",0.25,3.6928555984521766e-06
GAMMAPLEX,20,CHRONIC INFLAMMATORY DEMYELINATING POLYRADICULONEUROPATHY,0.0,3.6928555984521766e-06
KIOVIG 100 MG/ML SOLUTION FOR INFUSION INTRAVENOUS USE VIAL (GLASS) 30,20,"MYASTHENIA GRAVIS, INTENTIONAL USE FOR UNLABELED INDICATION, MULTIPLE SCLEROSIS",0.2,3.6928555984521766e-06
SIMVA BASICS 40MG FILMTABLETTEN,20,"HYPERCHOLESTEROLAEMIA, PRODUCT USED FOR UNKNOWN INDICATION",0.0,3.6928555984521766e-06
OSMOPREP,20,"BOWEL PREPARATION, COLONOSCOPY",0.25,3.6928555984521766e-06
VALACYCLOVIR HYDROCHLORIDE,20,"HERPES ZOSTER, MULTIPLE SCLEROSIS",0.0,3.6928555984521766e-06
CABOZANTINIB,20,METASTATIC BREAST CANCER,0.0,3.6928555984521766e-06
INDIUM IN111 DTPA,20,"HYDROCEPHALUS, DIAGNOSTIC PROCEDURE",0.0,3.6928555984521766e-06
KYTRIL,20,"PRODUCT USED FOR UNKNOWN INDICATION, PANCREATIC CARCINOMA, NAUSEA",0.2,3.6928555984521766e-06
FARMORUBICINA,20,"GASTRIC CANCER, ESOPHAGEAL CARCINOMA",0.35,3.6928555984521766e-06
CISPLATINO TEVA,20,"GASTRIC CANCER STAGE IV, CERVIX CARCINOMA STAGE IV, ANAPHYLAXIS PROPHYLAXIS",0.0,3.6928555984521766e-06
CITALOPRAM SANDOZ,20,DEPRESSION,0.0,3.6928555984521766e-06
LIPOSOMAL DOXORUBICIN,20,BREAST CANCER,0.0,3.6928555984521766e-06
JUNIOR STRENGTH ADVIL,20,"MIGRAINE, NASOPHARYNGITIS, STOMACH ACHE",0.0,3.6928555984521766e-06
WINRHO SDF,20,IDIOPATHIC THROMBOCYTOPENIC PURPURA,0.0,3.6928555984521766e-06
BEXTRA,20,"OSTEOARTHRITIS, HYPOTHYROIDISM, WHIPLASH INJURY",0.0,3.6928555984521766e-06
FLOMAX,20,"BLADDER DYSFUNCTION, BLADDER RETENTION, ENLARGED PROSTATE",0.0,3.6928555984521766e-06
COMPETACT,20,"DIABETES, TYPE 2 DIABETES MELLITUS, PRODUCT USED FOR UNKNOWN INDICATION",0.0,3.6928555984521766e-06
MEBEVERINE HYDROCHLORIDE,20,"ABDOMINAL PAIN, DIVERTICULITIS",0.0,3.6928555984521766e-06
ACETAMINOPHEN/OXYCODONE,20,PAIN,0.0,3.6928555984521766e-06
COMBODART,20,"URINARY RETENTION, BENIGN PROSTATIC HYPERPLASIA, HYPERTENSION",0.0,3.6928555984521766e-06
LONAFARNIB,20,PROGERIA,0.0,3.6928555984521766e-06
PROACTIV,20,ACNE,0.0,3.6928555984521766e-06
TWYNSTA,20,"HYPERTENSION, INSULIN-REQUIRING TYPE 2 DIABETES MELLITUS, SINUS DISORDER",0.0,3.6928555984521766e-06
MINOCYCLIN HEXAL,20,"BORRELIA INFECTION, ARTHROPOD BITE",0.0,3.6928555984521766e-06
EXTRA STRENGTH TYLENOL RAPID RELEASE GELCAPS,20,"BACK PAIN, CHILLS, PYREXIA",0.0,3.6928555984521766e-06
TERBUTALINE SULFATE,20,"H1N1 INFLUENZA, INFLUENZA A VIRUS INFECTION",0.0,3.6928555984521766e-06
HYDROMORPH CONTIN 30 MG,20,"COMPARTMENT SYNDROME, PRODUCT USED FOR UNKNOWN INDICATION",0.0,3.6928555984521766e-06
PROSTAP SR,20,"ENDOMETRIOSIS, PELVIC PAIN, PRODUCT USED FOR UNKNOWN INDICATION",0.0,3.6928555984521766e-06
INTRON A,20,"MALIGNANT MELANOMA, METASTATIC MALIGNANT MELANOMA, HEPATOCELLULAR CARCINOMA",0.05,3.6928555984521766e-06
PE-TROP-CYLOP,20,EYE OPERATION,0.0,3.6928555984521766e-06
LICE COMBO 866/9K1/0N8 PK 173,20,"LICE INFESTATION, PROPHYLAXIS, ASTHMA",0.0,3.6928555984521766e-06
DIFICLIR,20,"CLOSTRIDIAL INFECTION, PYREXIA, PAIN",0.0,3.6928555984521766e-06
"METOCLOPRAMIDE ORAL SOLUTION USP, EQ. 5 MG BASE/ 5 ML (ALPHARMA)",20,GASTROESOPHAGEAL REFLUX,0.0,3.6928555984521766e-06
ETHINYL ESTRADIOL/NORGESTIMATE,20,BIRTH CONTROL,0.0,3.6928555984521766e-06
TRIAMINIC CHEST AND NASAL CONGESTION,20,"UPPER RESPIRATORY TRACT CONGESTION, COUGH",0.0,3.6928555984521766e-06
HYDROCORTISONE VALERATE CREAM 0.2%,20,"ECZEMA, ASTHMA",0.0,3.6928555984521766e-06
ROMIPLASTIM,20,,0.0,3.6928555984521766e-06
MYCOPHENOLATE MOFETIL (MYCOPHENOLATE MOFETIL),20,HEART TRANSPLANT,0.0,3.6928555984521766e-06
VASOPRESSIN,20,BLEEDING,0.0,3.6928555984521766e-06
VARENICLINE,20,SMOKING CESSATION THERAPY,0.0,3.6928555984521766e-06
CARBAMAZEPINE (CARBAMAZEPINE) CHEWABLE TABLET,20,FAMILIAL RISK FACTOR,0.0,3.6928555984521766e-06
ACETAMINOPHEN CODEINE,20,INTENTIONAL OVERDOSE,0.0,3.6928555984521766e-06
METHYLPHENIDATE ER,20,"ATTENTION DEFICIT DISORDER, ADHD, ATTENTION DEFICIT-HYPERACTIVITY DISORDER",0.0,3.6928555984521766e-06
TEVETEN HCT,20,"HYPERTENSION, COLITIS ULCERATIVE, BLOOD CHOLESTEROL INCREASED",0.0,3.6928555984521766e-06
ADVATE 250 IU POWDER AND SOLVENT FOR SOLUTION FOR INJECTION,20,"BLEEDING PROPHYLAXIS, HEMOPHILIA A",0.55,3.6928555984521766e-06
CHLORAPREP,19,"PREOPERATIVE CARE, THERAPEUTIC SKIN CARE TOPICAL, SURGERY",0.0,3.508212818529568e-06
DIANEAL LOW CALCIUM W/ DEXTROSE 1.5%,19,"CONTINUOUS AMBULATORY PERITONEAL DIALYSIS, PERITONEAL DIALYSIS, RENAL FAILURE CHRONIC",0.10526315789473684,3.508212818529568e-06
MYCOPHENOLATE,19,"IMMUNOSUPPRESSANT DRUG THERAPY, SYSTEMIC SCLEROSIS, LUPUS ERYTHEMATOSUS",0.3684210526315789,3.508212818529568e-06
ACYCLOVIR SODIUM,19,"SHINGLES, ENCEPHALITIS HERPES, HERPES  ZOSTER",0.0,3.508212818529568e-06
OFLOXACIN UNK,19,DRUG USE FOR UNKNOWN INDICATION,0.3684210526315789,3.508212818529568e-06
"LEUCOVORIN CALCIUM FOR INJ. 50MG - BEDFORD LABS, INC.",19,"METASTATIC COLORECTAL CANCER, ESOPHAGEAL CANCER, COLORECTAL CANCER METASTATIC",0.10526315789473684,3.508212818529568e-06
PROPYLTHIOURACIL,19,HYPERTHYROIDISM,0.0,3.508212818529568e-06
VEPESID,19,"TESTICULAR SEMINOMA (PURE), TESTIS CANCER, OVARIAN CANCER",0.0,3.508212818529568e-06
PERJETA,19,"BREAST CANCER METASTATIC, PRODUCT USED FOR UNKNOWN INDICATION",0.10526315789473684,3.508212818529568e-06
PERSANTIN RETARD 150,19,"PROPHYLAXIS, TRANSIENT ISCHAEMIC ATTACK",0.0,3.508212818529568e-06
ACETAMINOPHEN\HYDROCODONE,19,"DRUG ABUSE, BACK PAIN",0.0,3.508212818529568e-06
MEANINGFUL BEAUTY CINDY CRAWFORD ANTIOXIDANT SPF 20 UVA/UVB,19,,0.0,3.508212818529568e-06
MEDROXYPROGESTERONE,19,"CONTRACEPTION, VAGINAL BLEEDING",0.0,3.508212818529568e-06
FLUOROURACILE,19,"BREAST NEOPLASM, PREMEDICATION, BREAST CANCER",0.0,3.508212818529568e-06
ALEVE LIQUID GELS 220 MG,19,"BACKACHE, PAIN, ACHE",0.0,3.508212818529568e-06
RETINOL,19,"SKIN DISORDER, WRINKLES",0.0,3.508212818529568e-06
AZELEX�,19,"ACNE, ROSACEA, ALLERGY",0.0,3.508212818529568e-06
ARTOTEC,19,"OSTEOPOROSIS, URINARY RETENTION, PARKINSON'S DISEASE",0.0,3.508212818529568e-06
RIFINAH,19,"TUBERCULOSIS, DEEP VEIN THROMBOSIS, HYPERTENSION",0.0,3.508212818529568e-06
INVESTIGATIONAL PRODUCT,19,"BLOOD PRESSURE, ACUTE MYELOID LEUKAEMIA",0.0,3.508212818529568e-06
DOXEPIN HCL,19,,0.0,3.508212818529568e-06
TRAMACET,19,"PRODUCT USED FOR UNKNOWN INDICATION, RHEUMATOID ARTHRITIS, ARTHRALGIA",0.0,3.508212818529568e-06
XORIMAX,19,"URINARY TRACT DISORDER, URETHRITIS, UPPER RESPIRATORY TRACT INFECTION",0.0,3.508212818529568e-06
AMPHETA S/COMBO,19,ADHD,0.0,3.508212818529568e-06
INSULIN LISPRO,19,DIABETES MELLITUS,0.0,3.508212818529568e-06
NUROFEN,19,"VIRAL INFECTION, CHICKENPOX",0.3684210526315789,3.508212818529568e-06
VENTOLINE,19,"RESPIRATORY TRACT INFECTION, ASTHMA, PRODUCT USED FOR UNKNOWN INDICATION",0.0,3.508212818529568e-06
"KINERET (ANAKINRA), NOT AVAILABLE",19,"DISEASE RECURRENCE, PERICARDITIS, STILL'S DISEASE ADULT ONSET",0.0,3.508212818529568e-06
EPOETIN BETA,19,"NEPHROGENIC ANAEMIA, PRODUCT USED FOR UNKNOWN INDICATION",0.3684210526315789,3.508212818529568e-06
SALBUTAMOL SULPHATE,19,"WHEEZING, PRODUCT USED FOR UNKNOWN INDICATION, ASTHMA",0.0,3.508212818529568e-06
EN,19,"PRODUCT USED FOR UNKNOWN INDICATION, RENAL TRANSPLANT, INTENTIONAL SELF-INJURY",0.0,3.508212818529568e-06
GAMUNEX-C,19,IGG SUBCLASS DEFICIENCY,0.0,3.508212818529568e-06
ONETAXOTERE,19,"CHEMOTHERAPY, ADJUVANT THERAPY, NON-SMALL CELL LUNG CANCER",0.0,3.508212818529568e-06
SMZ/TMP DS 800-160 TAB (GENERIC),19,"CELLULITIS, BLADDER INFECTION, SINUS INFECTION",0.0,3.508212818529568e-06
HYDRALAZINE HCL,19,"ASCITES, PORTAL HYPERTENSION, HYPERTENSION",0.0,3.508212818529568e-06
SUCCINYLCHOLINE,19,"THERAPEUTIC PROCEDURE, CHOLECYSTECTOMY",0.0,3.508212818529568e-06
CYCLOPHOSPHAMIDE INJECTION 1G,19,"CANCER, DRUG USE FOR UNKNOWN INDICATION, LUPUS NEPHRITIS",0.0,3.508212818529568e-06
GABLOFEN,19,"BRAIN INJURY, HEAD INJURY, SPASTICITY",0.15789473684210525,3.508212818529568e-06
DENOSINE,19,"CYTOMEGALOVIRUS INFECTION, PRODUCT USED FOR UNKNOWN INDICATION, SYSTEMIC LUPUS ERYTHEMATOSUS",0.0,3.508212818529568e-06
DR. SCHOLL'S FREEZE AWAY COMMON & PLANTAR WART REMOVER,19,"SKIN PAPILLOMA, PRODUCT USED FOR UNKNOWN INDICATION, MELANOCYTIC NAEVUS",0.0,3.508212818529568e-06
"EVEROLIMUS (AFINITOR, RAD-001)",19,,0.0,3.508212818529568e-06
ROLAIDS,19,"GASTROOESOPHAGEAL REFLUX DISEASE, DYSPEPSIA, DIABETES MELLITUS",0.47368421052631576,3.508212818529568e-06
TOBRAMYCIN,19,"POST PROCEDURAL INFECTION, PRODUCT USED FOR UNKNOWN INDICATION, BLEPHARITIS",0.0,3.508212818529568e-06
CEFTRIAXON (MANUFACTURER UNKNOWN) (CEFTRIAXON-DINATRIUM) (CEFTRIAXON-DINATRIUM),19,"URINARY TRACT INFECTION, PRODUCT USED FOR UNKNOWN INDICATION",0.0,3.508212818529568e-06
QUINAPRIL HCL,19,"HYPERTENSION, URINARY TRACT INFECTION, PROPHYLAXIS URINARY TRACT INFECTION",0.0,3.508212818529568e-06
HYDROCODONE + ACETAMINOPHEN,19,"PRODUCT USED FOR UNKNOWN INDICATION, CERVICOGENIC HEADACHE, PAIN",0.0,3.508212818529568e-06
OXYCODONE/ACETAMINOPHEN,19,DRUG ABUSE,0.0,3.508212818529568e-06
WINRHO SDF LIQUID,19,"IDIOPATHIC THROMBOCYTOPENIC PURPURA, AUTOIMMUNE THROMBOCYTOPENIA",0.05263157894736842,3.508212818529568e-06
CLARINEX,19,"DERMATITIS CONTACT, NASAL DISCOMFORT",0.0,3.508212818529568e-06
"NICORETTE NICOTINE POLACRILEX LOZENGE, 4MG",19,EX-TOBACCO USER,0.0,3.508212818529568e-06
